date | value
2017-02-28 | 447
2011-07-01 | 791
2016-04-26 | 168
2024-11-06 | 673
2018-02-09 | 585
2003-05-22 | 501
2007-11-23 | 499
2011-05-14 | 704
2024-01-24 | 610
2001-08-14 | 270
2006-08-15 | 80
2012-08-22 | 305
2002-06-11 | 507
2005-12-26 | 287
2022-04-12 | 135
2015-01-04 | 766
2011-08-25 | 962
2021-11-13 | 629
2008-11-26 | 922
2017-08-21 | 970
2022-03-10 | 278
2007-03-18 | 856
2004-05-04 | 846
2003-08-09 | 664
2001-05-20 | 824
2024-08-11 | 159
2009-12-03 | 51
2003-03-14 | 451
2011-08-06 | 818
2014-03-19 | 95
2005-03-22 | 383
2024-10-17 | 375
2000-04-04 | 476
2013-10-17 | 824
2021-11-01 | 499
2007-06-27 | 568
2000-08-28 | 142
2007-10-02 | 789
2008-08-09 | 632
2015-01-20 | 442
2001-04-08 | 542
2018-04-19 | 789
2000-11-26 | 709
2021-04-10 | 648
2004-01-15 | 413
2009-09-19 | 917
2015-07-07 | 107
2001-06-23 | 602
2001-10-01 | 145
2003-08-19 | 353
2009-08-11 | 5
2023-04-19 | 254
2010-09-24 | 546
2003-10-04 | 495
2022-10-24 | 598
2006-06-10 | 559
2003-06-13 | 406
2016-04-16 | 778
2020-06-16 | 493
2016-06-28 | 628
2013-03-23 | 818
2012-03-03 | 935
2007-10-22 | 390
2003-07-23 | 156
2017-07-27 | 160
2024-10-03 | 972
2000-07-02 | 118
2015-02-12 | 505
2008-02-05 | 23
2013-11-11 | 323
2011-12-06 | 441
2013-08-10 | 882
2024-12-11 | 723
2015-02-12 | 142
2009-10-01 | 326
2005-08-17 | 465
2008-05-21 | 896
2000-07-28 | 813
2021-02-27 | 684
2002-04-15 | 26
2018-09-03 | 10
2020-10-25 | 404
2012-09-08 | 444
2024-08-03 | 757
2023-11-14 | 625
2024-06-19 | 895
2014-01-04 | 866
2022-06-22 | 17
2009-04-04 | 455
2021-08-16 | 159
2018-07-12 | 419
2007-02-13 | 632
2016-07-10 | 165
2011-08-25 | 325
2016-08-16 | 690
2017-01-20 | 1
2010-03-21 | 632
2015-05-24 | 561
2012-07-21 | 820
2014-02-05 | 580
2018-07-06 | 154
2011-06-12 | 553
2000-07-24 | 44
2013-08-22 | 298
2014-03-23 | 7
2024-06-21 | 836
2024-05-01 | 488
2009-02-17 | 804
2004-06-03 | 40
2024-06-02 | 526
2014-02-15 | 327
2019-08-22 | 233
2021-01-09 | 695
2010-01-01 | 561
2011-05-22 | 822
2009-06-04 | 988
2009-02-26 | 308
2004-11-19 | 243
2017-09-11 | 63
2022-08-26 | 193
2011-10-26 | 549
2002-06-19 | 815
2021-05-02 | 131
2006-01-24 | 616
2004-01-17 | 633
2004-04-09 | 398
2019-11-11 | 591
2003-04-18 | 265
2002-07-15 | 106
2007-09-06 | 928
2013-12-24 | 770
2002-12-19 | 433
2008-03-15 | 914
2002-07-10 | 49
2000-12-05 | 254
2015-06-04 | 294
2009-06-14 | 66
2013-07-12 | 102
2012-11-05 | 817
2014-11-11 | 25
2001-02-04 | 806
2017-09-04 | 520
2010-08-07 | 377
2002-06-13 | 188
2009-06-08 | 699
2003-11-14 | 741
2010-02-19 | 650
2012-09-16 | 964
2006-07-03 | 201
2000-02-06 | 710
2024-04-21 | 801
2021-01-03 | 582
2014-10-10 | 692
2003-08-26 | 263
2012-08-02 | 800
2006-01-25 | 37
2013-03-27 | 238
2013-08-01 | 687
2010-09-14 | 706
2000-12-01 | 741
2007-11-11 | 35
2007-04-23 | 169
2017-09-06 | 123
2012-06-21 | 875
2023-08-14 | 186
2016-11-07 | 277
2004-08-08 | 7
2000-01-21 | 734
2019-07-06 | 551
2006-04-09 | 725
2016-03-13 | 656
2004-09-24 | 155
2019-10-22 | 286
2013-08-28 | 917
2011-07-21 | 588
2024-06-19 | 68
2011-12-28 | 17
2019-05-27 | 662
2013-11-23 | 917
2007-07-01 | 526
2001-03-21 | 666
2010-04-24 | 24
2007-01-09 | 556
2012-08-18 | 500
2011-09-15 | 57
2017-09-09 | 782
2007-03-05 | 266
2019-05-21 | 847
2017-10-14 | 280
2015-10-25 | 422
2011-05-16 | 250
2011-01-07 | 398
2006-01-20 | 601
2010-12-20 | 844
2020-08-11 | 566
2010-07-15 | 802
2015-12-23 | 656
2003-03-11 | 741
2011-10-24 | 322
2019-07-17 | 326
2018-05-04 | 355
2009-03-28 | 29
2021-02-21 | 306
2016-03-13 | 831
2016-08-24 | 722
2012-11-20 | 48
2006-12-28 | 101
2007-08-20 | 727
2002-11-28 | 787
2018-11-17 | 114
2019-01-13 | 212
2003-10-24 | 120
2007-08-19 | 169
2005-06-27 | 888
2020-02-18 | 477
2017-09-06 | 820
2003-01-20 | 899
2024-08-14 | 218
2019-11-03 | 722
2000-11-07 | 259
2011-09-25 | 918
2023-11-15 | 918
2020-05-13 | 140
2022-02-25 | 503
2020-08-23 | 219
2023-08-19 | 994
2007-01-02 | 684
2000-12-08 | 811
2002-05-10 | 50
2001-01-09 | 774
2017-09-11 | 416
2023-07-16 | 318
2022-06-11 | 247
2018-01-27 | 402
2002-08-20 | 3
2024-03-11 | 226
2010-09-17 | 589
2017-06-28 | 284
2019-06-17 | 743
2007-05-06 | 56
2022-12-04 | 790
2008-06-06 | 588
2008-05-28 | 783
2018-02-02 | 529
2011-11-11 | 253
2016-02-18 | 660
2014-03-08 | 21
2012-02-02 | 911
2020-05-19 | 104
2005-12-01 | 838
2006-04-26 | 301
2021-12-07 | 158
2000-01-20 | 616
2010-02-09 | 651
2016-05-09 | 805
2024-10-13 | 969
2011-11-02 | 168
2019-10-15 | 952
2006-05-23 | 553
2017-05-08 | 992
2014-07-17 | 926
2002-05-23 | 370
2018-03-12 | 117
2010-01-28 | 298
2016-05-11 | 736
2011-01-25 | 494
2008-11-28 | 175
2008-07-24 | 524
2014-08-07 | 768
2016-01-16 | 984
2014-03-23 | 799
2014-10-06 | 333
2011-08-14 | 499
2014-10-19 | 248
2008-02-16 | 191
2008-04-16 | 849
2024-10-26 | 490
2002-01-12 | 641
2004-02-05 | 445
2003-06-15 | 691
2004-12-24 | 895
2013-10-16 | 121
2007-08-05 | 842
2016-04-12 | 340
2002-10-12 | 554
2023-03-12 | 304
2020-12-19 | 873
2005-09-13 | 736
2007-12-17 | 445
2021-08-11 | 631
2002-07-02 | 20
2015-06-02 | 617
2007-01-17 | 707
2008-04-01 | 253
2015-07-15 | 47
2019-07-05 | 778
2002-09-24 | 498
2022-06-26 | 702
2002-08-19 | 92
2024-12-03 | 706
2006-03-26 | 589
2009-10-11 | 476
2016-09-01 | 238
2017-01-01 | 569
2003-09-04 | 27
2012-10-02 | 865
2004-05-18 | 680
2012-04-03 | 219
2007-08-09 | 319
2004-04-04 | 172
2004-08-15 | 446
2006-12-04 | 759
2002-08-04 | 864
2011-05-18 | 192
2022-08-13 | 560
2010-03-12 | 720
2011-04-20 | 42
2000-07-16 | 82
2010-10-17 | 541
2014-09-06 | 591
2008-01-25 | 19
2012-10-04 | 37
2003-04-06 | 691
2020-05-08 | 806
2000-11-22 | 778
2015-05-25 | 550
2024-05-09 | 614
2013-10-10 | 671
2018-06-27 | 957
2003-06-15 | 831
2017-08-23 | 437
2000-02-21 | 803
2014-02-02 | 780
2017-06-11 | 718
2008-07-01 | 522
2002-03-22 | 872
2005-01-11 | 510
2020-05-03 | 938
2022-05-04 | 199
2002-12-23 | 941
2022-04-02 | 389
2003-01-09 | 262
2011-01-13 | 866
2011-06-23 | 994
2019-01-17 | 167
2001-03-06 | 625
2015-09-13 | 269
2010-08-19 | 332
2016-01-19 | 547
2021-07-14 | 34
2003-10-05 | 65
2003-04-08 | 600
2017-04-12 | 768
2014-09-10 | 529
2010-11-23 | 620
2003-05-06 | 271
2000-04-07 | 148
2017-04-12 | 295
2003-12-21 | 959
2005-12-28 | 450
2014-03-27 | 505
2006-01-07 | 366
2013-05-04 | 691
2023-05-03 | 301
2002-02-26 | 344
2014-09-16 | 93
2020-01-13 | 902
2004-04-17 | 570
2020-08-20 | 951
2014-02-02 | 477
2022-05-05 | 598
2006-07-28 | 435
2019-01-04 | 784
2008-12-02 | 105
2006-06-12 | 62
2023-01-02 | 293
2012-01-17 | 578
2024-10-20 | 223
2001-08-22 | 982
2011-09-03 | 433
2023-06-26 | 458
2003-03-08 | 259
2006-11-11 | 379
2013-04-17 | 325
2021-05-28 | 297
2008-11-06 | 159
2012-07-19 | 351
2019-05-25 | 244
2017-10-11 | 246
2001-10-02 | 582
2016-12-18 | 582
2017-02-08 | 614
2005-12-20 | 138
2000-01-15 | 63
2008-01-19 | 302
2010-07-27 | 629
2007-05-04 | 758
2017-02-09 | 460
2016-10-07 | 511
2017-11-26 | 947
2017-01-26 | 642
2002-12-22 | 60
2010-04-15 | 695
2002-05-22 | 36
2010-05-23 | 429
2012-03-10 | 606
2018-01-02 | 537
2015-11-13 | 459
2011-11-10 | 563
2015-12-08 | 1
2011-06-05 | 116
2024-02-09 | 161
2003-04-03 | 267
2012-01-22 | 333
2024-07-07 | 814
2013-12-10 | 975
2008-03-11 | 398
2012-11-16 | 924
2005-09-05 | 857
2000-05-07 | 155
2018-02-16 | 333
2003-09-23 | 77
2020-09-20 | 335
2020-01-19 | 280
2019-02-04 | 184
2021-07-09 | 678
2007-05-12 | 460
2021-03-12 | 592
2000-07-14 | 828
2020-08-22 | 790
2006-09-06 | 779
2018-01-04 | 314
2020-11-19 | 168
2000-11-23 | 807
2012-07-24 | 911
2019-08-16 | 971
2002-05-12 | 72
2000-01-07 | 258
2008-01-22 | 276
2009-10-03 | 581
2016-10-10 | 116
2003-04-09 | 618
2008-04-26 | 729
2005-05-13 | 108
2014-08-25 | 239
2009-08-26 | 167
2018-08-08 | 679
2013-03-01 | 579
2006-02-21 | 986
2008-09-05 | 694
2019-06-24 | 350
2017-01-15 | 33
2002-11-13 | 939
2018-03-23 | 288
2011-11-20 | 49
2017-04-05 | 875
2015-05-18 | 601
2004-07-16 | 276
2001-07-15 | 821
2021-05-07 | 226
2009-04-02 | 980
2003-12-17 | 314
2004-05-12 | 221
2017-04-01 | 108
2024-07-10 | 780
2001-09-25 | 79
2003-11-05 | 677
2001-12-12 | 713
2011-09-10 | 539
2022-02-26 | 329
2003-01-15 | 773
2013-08-22 | 987
2007-03-17 | 85
2002-09-13 | 132
2015-02-10 | 441
2022-09-07 | 758
2015-12-02 | 640
2017-03-18 | 822
2020-04-04 | 333
2018-05-10 | 827
2024-06-13 | 828
2021-06-02 | 588
2021-03-23 | 370
2016-01-17 | 783
2015-10-08 | 9
2008-05-28 | 405
2014-12-23 | 134
2009-08-03 | 786
2008-03-23 | 582
2007-04-15 | 205
2002-01-12 | 645
2016-08-17 | 233
2015-05-15 | 575
2021-02-25 | 860
2004-12-28 | 516
2011-10-11 | 447
2014-01-22 | 599
2021-08-09 | 950
2004-05-12 | 897
2020-12-19 | 436
2002-05-24 | 824
2022-09-13 | 354
2017-12-19 | 953
2019-09-17 | 636
2015-02-12 | 988
2008-08-07 | 789
2002-10-23 | 23
2009-01-24 | 136
2019-07-05 | 41
2020-10-24 | 637
2009-10-24 | 481
2016-12-14 | 582
2002-05-23 | 162
2020-10-08 | 275
2021-10-03 | 655
2011-10-25 | 105
2012-09-07 | 858
2007-07-12 | 594
2015-03-20 | 357
2011-09-24 | 963
2000-10-06 | 47
2001-01-27 | 173
2021-09-21 | 334
2010-05-16 | 125
2008-02-20 | 642
2012-11-13 | 103
2023-12-01 | 811
2009-04-15 | 159
2020-08-16 | 447
2006-06-01 | 504
2004-09-15 | 991
2006-06-09 | 666
2018-08-05 | 158
2013-06-14 | 663
2010-02-03 | 120
2005-05-12 | 900
2001-11-08 | 234
2020-08-23 | 926
2003-01-10 | 709
2005-11-20 | 475
2018-12-18 | 583
2007-11-19 | 493
2023-05-14 | 903
2022-01-25 | 875
2014-12-06 | 211
2004-12-06 | 407
2002-03-05 | 332
2023-12-21 | 94
2003-10-14 | 811
2017-09-21 | 415
2000-06-16 | 725
2021-08-05 | 60
2009-03-16 | 265
2013-09-09 | 741
2019-09-26 | 719
2010-02-02 | 566
2008-12-06 | 827
2021-10-19 | 523
2008-02-21 | 631
2019-02-25 | 479
2017-08-01 | 580
2001-06-14 | 947
2013-12-15 | 301
2013-09-08 | 471
2004-09-07 | 850
2006-02-18 | 691
2008-03-23 | 603
2004-07-07 | 846
2007-11-07 | 758
2003-05-26 | 617
2003-12-07 | 291
2009-06-16 | 990
2008-06-05 | 714
2008-11-26 | 817
2019-08-09 | 123
2021-07-10 | 128
2015-04-03 | 444
2003-12-22 | 158
2022-04-03 | 334
2018-10-25 | 553
2007-02-12 | 341
2010-09-19 | 31
2005-11-19 | 901
2017-12-14 | 984
2003-12-25 | 182
2014-06-09 | 989
2024-03-24 | 344
2009-04-22 | 94
2016-01-08 | 303
2019-06-23 | 700
2006-01-18 | 475
2019-04-04 | 650
2004-09-25 | 221
2010-09-03 | 662
2017-10-07 | 78
2007-01-05 | 401
2001-08-21 | 721
2006-08-26 | 539
2010-07-03 | 955
2013-07-22 | 720
2020-06-10 | 907
2013-12-14 | 332
2011-01-20 | 920
2011-08-06 | 12
2020-11-06 | 503
2021-07-28 | 56
2012-10-16 | 350
2016-01-11 | 413
2011-08-22 | 775
2014-11-16 | 550
2020-03-12 | 706
2006-05-28 | 701
2022-05-21 | 643
2015-08-05 | 952
2013-12-27 | 356
2011-10-23 | 197
2013-12-21 | 603
2010-01-18 | 856
2004-01-07 | 812
2021-06-22 | 643
2017-07-16 | 157
2021-12-26 | 86
2004-08-16 | 490
2017-02-25 | 281
2006-05-13 | 693
2023-02-22 | 155
2020-05-24 | 191
2001-06-11 | 295
2005-06-05 | 276
2014-06-08 | 271
2008-11-06 | 925
2023-02-11 | 731
2020-07-17 | 18
2013-11-26 | 310
2017-02-22 | 295
2003-08-16 | 933
2013-08-26 | 29
2015-09-13 | 98
2011-11-12 | 509
2019-03-17 | 789
2005-10-01 | 320
2020-02-11 | 837
2005-04-09 | 208
2023-04-26 | 388
2000-08-10 | 540
2006-07-19 | 118
2011-06-04 | 755
2024-01-18 | 380
2014-02-09 | 636
2017-12-10 | 273
2018-02-10 | 41
2012-12-06 | 264
2005-08-01 | 361
2021-11-16 | 457
2011-04-21 | 163
2008-10-12 | 324
2018-04-13 | 261
2003-10-07 | 149
2021-08-27 | 535
2019-01-24 | 76
2023-04-11 | 144
2005-10-26 | 669
2007-02-05 | 167
2004-12-16 | 497
2022-08-11 | 953
2015-05-15 | 387
2016-01-19 | 762
2016-11-20 | 139
2006-02-12 | 187
2000-01-25 | 683
2008-09-03 | 789
2017-11-23 | 89
2024-10-23 | 790
2022-01-06 | 165
2016-04-25 | 757
2023-08-26 | 907
2023-09-11 | 998
2002-11-14 | 987
2019-09-25 | 461
2007-07-19 | 131
2017-02-18 | 317
2018-11-03 | 934
2002-11-09 | 427
2004-02-03 | 629
2004-01-01 | 706
2011-02-14 | 480
2001-02-26 | 883
2017-01-20 | 159
2020-01-17 | 638
2016-08-06 | 993
2023-06-01 | 955
2012-08-17 | 791
2014-05-03 | 378
2003-12-07 | 179
2021-05-24 | 713
2004-11-25 | 249
2022-06-12 | 513
2014-01-23 | 789
2008-08-21 | 395
2015-02-08 | 681
2020-06-20 | 175
2013-03-12 | 761
2003-03-19 | 882
2004-04-28 | 678
2006-07-05 | 172
2012-11-06 | 372
2010-03-25 | 827
2012-04-18 | 984
2002-05-01 | 740
2019-12-11 | 372
2016-09-07 | 597
2008-10-08 | 539
2012-04-04 | 51
2024-06-24 | 959
2008-08-20 | 470
2004-01-03 | 306
2022-11-20 | 167
2012-06-12 | 878
2010-11-12 | 721
2014-12-21 | 103
2024-05-19 | 848
2024-03-25 | 784
2002-08-23 | 732
2022-01-23 | 571
2006-10-23 | 268
2019-11-04 | 32
2009-11-22 | 475
2004-02-04 | 56
2014-06-17 | 390
2021-05-07 | 249
2011-05-18 | 310
2020-12-03 | 276
2017-09-13 | 611
2006-12-28 | 490
2020-09-03 | 151
2016-10-28 | 507
2011-09-11 | 110
2003-05-16 | 892
2007-09-15 | 454
2021-09-27 | 688
2011-07-25 | 419
2022-04-03 | 744
2023-05-28 | 214
2004-04-06 | 867
2021-04-18 | 151
2023-01-08 | 657
2009-07-16 | 556
2013-02-09 | 499
2021-01-16 | 193
2021-06-10 | 644
2011-06-07 | 590
2019-04-26 | 967
2003-12-07 | 3
2002-03-01 | 264
2016-08-25 | 554
2016-01-07 | 487
2015-06-22 | 561
2008-03-18 | 619
2011-04-02 | 555
2023-11-15 | 953
2009-06-01 | 337
2011-05-22 | 27
2014-06-10 | 55
2018-08-08 | 558
2012-09-08 | 522
2002-05-14 | 814
2022-11-10 | 846
2002-01-28 | 286
2018-01-20 | 504
2024-05-12 | 464
2005-05-20 | 299
2004-03-14 | 116
2021-02-12 | 649
2013-09-20 | 561
2014-01-20 | 316
2009-07-07 | 777
2014-07-22 | 391
2010-01-12 | 616
2006-03-28 | 785
2020-01-14 | 891
2009-09-05 | 923
2004-08-17 | 620
2019-08-13 | 80
2001-07-23 | 468
2022-12-08 | 735
2010-03-16 | 693
2017-11-03 | 637
2019-08-26 | 604
2007-06-12 | 113
2008-08-22 | 429
2006-02-06 | 407
2011-08-04 | 436
2013-03-28 | 275
2000-11-25 | 945
2017-11-03 | 938
2012-12-11 | 969
2016-06-27 | 774
2011-04-12 | 742
2013-09-27 | 452
2009-06-21 | 699
2016-12-15 | 968
2010-07-18 | 777
2023-05-12 | 85
2017-07-04 | 308
2012-10-23 | 224
2011-10-03 | 549
2004-01-14 | 838
2002-02-02 | 70
2002-12-07 | 937
2011-05-03 | 9
2008-07-03 | 575
2023-02-05 | 535
2022-03-16 | 408
2010-03-10 | 714
2002-12-09 | 856
2002-02-03 | 557
2008-02-23 | 221
2000-10-07 | 533
2022-01-21 | 495
2009-09-03 | 633
2017-03-26 | 379
2024-07-26 | 878
2013-10-20 | 918
2019-10-20 | 854
2009-06-12 | 359
2007-06-17 | 281
2012-10-17 | 623
2001-04-21 | 120
2005-10-28 | 929
2002-01-08 | 365
2018-03-04 | 139
2012-07-18 | 646
2007-01-03 | 314
2002-03-13 | 467
2009-05-15 | 413
2012-08-02 | 592
2000-06-22 | 52
2004-02-23 | 975
2006-06-07 | 595
2012-01-03 | 596
2003-09-19 | 606
2006-11-18 | 918
2012-04-08 | 874
2018-09-24 | 619
2024-01-04 | 931
2000-02-11 | 709
2018-05-25 | 307
2005-11-16 | 9
2000-06-28 | 109
2001-01-28 | 663
2009-03-02 | 178
2001-09-18 | 176
2024-01-04 | 774
2010-10-24 | 405
2012-01-01 | 218
2013-04-16 | 889
2009-11-15 | 212
2013-06-20 | 549
2012-02-24 | 13
2023-01-14 | 874
2022-05-26 | 959
2015-01-21 | 455
2001-09-10 | 15
2024-09-21 | 935
2023-03-25 | 736
2006-08-22 | 70
2019-06-12 | 318
2018-10-09 | 642
2000-02-22 | 343
2005-10-27 | 6
2001-12-18 | 252
2002-06-25 | 225
2008-09-22 | 866
2017-03-25 | 612
2017-05-07 | 261
2022-11-28 | 974
2020-06-26 | 402
2007-12-01 | 736
2017-11-25 | 69
2013-05-27 | 999
2020-04-02 | 688
2010-03-09 | 577
2001-03-19 | 875
2008-11-06 | 428
2007-12-27 | 589
2013-08-02 | 333
2002-11-03 | 192
2023-02-04 | 819
2008-06-20 | 270
2015-12-17 | 793
2016-07-09 | 149
2013-06-11 | 195
2015-09-26 | 79
2005-07-01 | 484
2007-11-14 | 731
2017-09-23 | 928
2006-06-03 | 896
2020-03-06 | 661
2016-06-19 | 329
2006-01-14 | 671
2007-03-15 | 612
2005-11-26 | 13
2010-11-09 | 952
2021-07-13 | 328
2009-04-01 | 679
2006-03-09 | 322
2006-11-17 | 962
2001-02-03 | 208
2020-01-09 | 75
2009-06-01 | 396
2020-09-25 | 742
2011-02-03 | 645
2016-11-01 | 249
2018-01-13 | 0
2000-09-03 | 226
2009-09-27 | 704
2020-07-28 | 456
2001-05-25 | 271
2012-09-26 | 699
2010-08-21 | 201
2011-10-16 | 106
2014-08-11 | 964
2005-10-27 | 464
2002-09-17 | 574
2008-04-11 | 459
2004-11-11 | 92
2010-05-28 | 272
2010-12-23 | 373
2006-10-21 | 898
2006-11-07 | 11
2013-10-16 | 193
2006-08-24 | 316
2004-11-16 | 334
2007-07-07 | 819
2008-02-21 | 893
2006-11-08 | 565
2022-12-24 | 903
2012-10-15 | 453
2005-02-23 | 464
2021-10-09 | 550
2015-01-17 | 948
2018-07-24 | 128
2008-08-10 | 992
2002-05-10 | 676
2014-01-28 | 129
2022-06-07 | 428
2017-09-21 | 138
2020-01-18 | 261
2009-10-22 | 754
2019-09-27 | 579
2015-05-16 | 669
2023-09-15 | 340
2000-06-10 | 198
2000-08-23 | 117
2008-07-13 | 328
2000-10-02 | 235
2005-11-10 | 274
2006-01-11 | 371
2007-06-17 | 80
2006-11-17 | 758
2016-06-05 | 491
2019-11-25 | 627
2008-09-17 | 459
2021-06-23 | 552
2000-12-23 | 231
2013-09-03 | 147
2010-07-21 | 716
2008-09-19 | 749
2019-12-09 | 238
2019-09-15 | 930
2023-03-22 | 394
2023-12-23 | 175
2001-06-03 | 842
2005-09-14 | 967
2005-10-04 | 440
2024-07-22 | 868
2020-02-07 | 66
2008-05-21 | 806
2004-02-26 | 330
2024-08-10 | 51
2022-09-18 | 430
2024-03-10 | 331
2006-10-08 | 782
2022-05-11 | 644
2020-01-15 | 131
2014-12-18 | 43
2019-11-14 | 321
2017-12-09 | 966
2020-02-01 | 471
2005-07-04 | 63
2008-11-02 | 282
2016-08-23 | 36
2010-01-24 | 501
2022-02-13 | 844
2024-11-14 | 641
2003-06-21 | 700
2010-09-12 | 117
2006-03-26 | 841
2003-07-08 | 844
2003-10-13 | 238
2015-01-24 | 437
2009-08-18 | 508
2009-03-27 | 814
2014-11-19 | 601
2020-03-16 | 729
2012-01-27 | 617
2007-07-18 | 912
2020-03-07 | 837
2019-06-28 | 655
2004-09-08 | 190
2007-02-18 | 98
2006-08-25 | 2
2007-08-16 | 922
2000-02-24 | 709
2022-06-07 | 795
2024-01-17 | 493
2018-08-09 | 299
2018-12-10 | 227
2008-11-18 | 864
2018-10-15 | 627
2023-02-02 | 523
2005-10-06 | 654
2021-04-06 | 545
2010-07-07 | 105
2018-11-05 | 213
2005-11-17 | 290
2019-11-20 | 162
2018-10-23 | 292
2004-12-28 | 686
2011-05-25 | 982
2013-11-28 | 699
2003-02-05 | 973
2013-10-12 | 121
2009-08-12 | 603
2020-11-15 | 889
2023-05-06 | 727
2003-09-06 | 492
2003-10-11 | 116
2024-11-20 | 879
2004-05-10 | 895
2010-01-09 | 44
2021-12-20 | 117
2002-02-11 | 102
2006-04-22 | 737
2016-03-26 | 396
2003-04-10 | 355
2013-09-23 | 145
2006-08-09 | 241
2006-05-14 | 203
2016-02-25 | 645
2008-07-24 | 540
2021-05-10 | 864
2024-07-26 | 630
2013-03-26 | 379
2010-04-25 | 867
2009-01-21 | 490
2001-11-18 | 919
2012-10-18 | 897
2022-05-02 | 20
2020-07-14 | 819
2001-11-22 | 542
2024-07-26 | 134
2006-10-18 | 17
2013-03-12 | 389
2012-02-13 | 351
2022-10-21 | 722
2017-07-11 | 187
2006-08-23 | 85
2002-05-12 | 101
2021-09-21 | 304
2022-06-02 | 762
2005-06-24 | 19
2013-04-07 | 412
2014-04-27 | 983
2011-10-23 | 817
2012-01-15 | 742
2013-06-08 | 987
2006-04-24 | 830
2000-02-13 | 480
2023-04-05 | 936
2009-11-13 | 0
2020-08-12 | 906
2020-10-21 | 384
2008-11-23 | 74
2012-11-18 | 345
2005-01-09 | 830
2019-05-08 | 167
2018-04-28 | 827
2014-01-20 | 987
2020-11-14 | 167
2019-02-28 | 52
2002-07-15 | 216
2002-08-06 | 809
2021-10-05 | 265
2014-08-14 | 482
2022-01-14 | 963
2023-05-15 | 795
2004-09-07 | 373
2019-07-14 | 873
2021-01-06 | 600
2022-04-18 | 743
2023-06-02 | 414
2008-07-13 | 930
2013-10-23 | 487
2022-05-03 | 103
2021-02-25 | 318
2017-11-12 | 63
2010-10-12 | 657
2017-05-10 | 192
2001-07-28 | 234
2010-12-06 | 350
2013-12-22 | 162
2013-01-11 | 760
2000-07-11 | 292
2023-10-12 | 210
2008-07-21 | 650
2021-02-04 | 324
2012-07-16 | 699
2007-09-22 | 422
2018-12-10 | 206
2015-04-07 | 540
2022-09-01 | 646
2022-08-17 | 32
2013-09-28 | 111
2024-07-09 | 488
2009-04-16 | 41
2002-02-01 | 670
2005-06-09 | 595
2006-12-28 | 253
2022-08-12 | 721
2010-01-19 | 823
2009-06-03 | 586
2023-11-07 | 107
2023-07-17 | 900
2003-05-15 | 383
2019-04-07 | 25
2002-02-24 | 401
2011-07-28 | 346
2013-06-26 | 175
2022-08-14 | 797
2007-04-25 | 655
2001-09-09 | 4
2023-03-12 | 142
2008-06-13 | 735
2011-04-14 | 22
2006-01-05 | 320
2018-02-04 | 267
2024-01-05 | 931
2020-05-15 | 597
2001-11-06 | 149
2004-10-17 | 362
2016-05-11 | 353
2013-08-04 | 644
2024-01-25 | 744
2012-08-24 | 386
2021-08-10 | 919
2024-05-13 | 175
2006-06-26 | 835
2018-10-07 | 685
2008-01-19 | 448
2012-02-25 | 138
2011-02-19 | 551
2024-10-06 | 48
2001-12-28 | 475
2017-08-19 | 373
2008-04-14 | 227
2000-12-09 | 485
2009-11-14 | 698
2019-11-13 | 633
2016-07-13 | 415
2017-06-20 | 43
2007-11-07 | 999
2017-01-06 | 626
2004-07-02 | 904
2024-02-19 | 860
2021-04-27 | 542
2005-11-16 | 896
2014-08-01 | 483
2010-12-11 | 617
2012-09-22 | 879
2020-07-22 | 524
2009-07-06 | 433
2006-04-10 | 302
2023-04-22 | 604
2024-05-13 | 765
2011-05-13 | 973
2023-07-27 | 610
2022-12-22 | 142
2009-12-08 | 993
2013-09-27 | 645
2023-12-08 | 521
2001-05-02 | 575
2021-03-01 | 9
2023-01-11 | 546
2016-05-01 | 588
2013-07-16 | 497
2001-11-08 | 866
2002-10-16 | 577
2020-08-23 | 23
2007-01-28 | 880
2008-04-22 | 456
2009-04-16 | 650
2002-04-28 | 392
2013-03-02 | 614
2001-01-26 | 30
2008-09-20 | 103
2005-06-11 | 815
2010-10-12 | 243
2023-06-21 | 9
2014-12-08 | 716
2016-11-05 | 780
2001-07-27 | 404
2011-04-23 | 844
2024-10-12 | 431
2003-11-07 | 140
2007-03-05 | 632
2010-01-14 | 151
2016-02-13 | 409
2005-05-18 | 532
2005-05-25 | 817
2017-04-02 | 143
2018-06-04 | 623
2014-02-13 | 946
2019-05-28 | 754
2013-01-15 | 131
2000-03-21 | 833
2006-07-22 | 837
2020-02-23 | 589
2003-04-10 | 549
2001-05-13 | 367
2008-01-27 | 653
2015-06-28 | 428
2019-10-16 | 395
2018-01-13 | 950
2009-10-28 | 904
2002-10-22 | 383
2010-03-13 | 89
2013-09-25 | 72
2020-11-14 | 885
2017-05-07 | 537
2002-10-09 | 645
2004-01-04 | 915
2013-11-16 | 167
2004-10-23 | 340
2020-03-22 | 834
2016-06-19 | 388
2008-12-22 | 727
2019-04-13 | 321
2021-09-24 | 250
2016-11-23 | 981
2005-06-18 | 584
2006-08-05 | 654
2009-06-13 | 177
2020-03-14 | 655
2006-03-15 | 900
2007-04-03 | 703
2001-10-22 | 720
2013-08-14 | 568
2015-03-18 | 571
2004-02-18 | 140
2016-02-26 | 486
2013-07-18 | 596
2022-08-22 | 906
2001-08-02 | 830
2016-04-11 | 179
2015-08-25 | 307
2010-02-28 | 764
2013-01-21 | 929
2001-10-16 | 741
2005-05-23 | 527
2013-04-07 | 66
2008-04-13 | 926
